16	alpha-endosulfan	324	340	173	solved 323 _NEW_LINE_ copper, total dissolved 7.0 _NEW_LINE_ cyanide 22.0 _NEW_LINE_ 4,4 ddt 1.1 _NEW_LINE_ dieldrin 0.24 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.22 _NEW_LINE_ beta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_ 
15	beta-endosulfan	346	361	173	al dissolved 7.0 _NEW_LINE_ cyanide 22.0 _NEW_LINE_ 4,4 ddt 1.1 _NEW_LINE_ dieldrin 0.24 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.22 _NEW_LINE_ beta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsen
10	endosulfan	367	377	173	ide 22.0 _NEW_LINE_ 4,4 ddt 1.1 _NEW_LINE_ dieldrin 0.24 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.22 _NEW_LINE_ beta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total 
7	sulfate	378	385	173	4 ddt 1.1 _NEW_LINE_ dieldrin 0.24 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.22 _NEW_LINE_ beta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolve
6	endrin	386	392	173	1 _NEW_LINE_ dieldrin 0.24 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.22 _NEW_LINE_ beta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ a
10	heptachlor	399	409	173	24 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.22 _NEW_LINE_ beta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ arsenic, total dis
6	aldrin	441	447	173	0.22 _NEW_LINE_ beta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ c
7	ammonia	448	455	173	ta-endosulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane
7	arsenic	456	463	173	ulfan 0.22 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ 
7	arsenic	491	498	173	n 0.086 _NEW_LINE_ heptachlor 0.52 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ chlorine 11 _NEW_LINE_ chromium (hex), total d
7	cadmium	516	523	173	 _NEW_LINE_ fresh water: _NEW_LINE_  _NEW_LINE_ chronic: _NEW_LINE_  _NEW_LINE_ aldrin _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ chlorine 11 _NEW_LINE_ chromium (hex), total dissolved 11 _NEW_LINE_ chromium (iii
9	chlordane	546	555	173	n _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ chlorine 11 _NEW_LINE_ chromium (hex), total dissolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, to
8	chlorine	563	571	173	 (iii), total dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ chlorine 11 _NEW_LINE_ chromium (hex), total dissolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.
8	chromium	575	583	173	l dissolved 150 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ chlorine 11 _NEW_LINE_ chromium (hex), total dissolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.
8	chromium	610	618	173	olved _NEW_LINE_ cadmium, total dissolved 0.15 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ chlorine 11 _NEW_LINE_ chromium (hex), total dissolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,
6	copper	645	651	173	 _NEW_LINE_ chlordane 0.0043 _NEW_LINE_ chlorine 11 _NEW_LINE_ chromium (hex), total dissolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfa
7	cyanide	673	680	173	1 _NEW_LINE_ chromium (hex), total dissolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056
7	4,4 ddt	685	692	173	hex), total dissolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan 
8	dieldrin	699	707	173	ssolved 11 _NEW_LINE_ chromium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 
12	2,3,7,8 tcdd	714	726	173	mium (iii), total dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.
6	dioxin	728	734	173	tal dissolved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ 
16	alpha-endosulfan	736	752	173	olved 42 _NEW_LINE_ copper, total dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute:
15	beta-endosulfan	759	774	173	dissolved 5.0 _NEW_LINE_ cyanide 5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ a
10	endosulfan	781	791	173	5.2 _NEW_LINE_ 4,4 ddt 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), tot
7	sulfate	792	799	173	 0.001 _NEW_LINE_ dieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total disso
6	endrin	800	806	173	ieldrin 0.056 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 69
10	heptachlor	813	823	173	 _NEW_LINE_ 2,3,7,8 tcdd (dioxin) _NEW_LINE_ alpha-endosulfan 0.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 69 _NEW_LINE_ arsenic, total d
6	aldrin	854	860	173	.056 _NEW_LINE_ beta-endosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 69 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 40 _NEW_LINE_ 
7	ammonia	865	872	173	ndosulfan 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 69 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 40 _NEW_LINE_ chlordane 0.
7	arsenic	873	880	173	n 0.056 _NEW_LINE_ endosulfan sulfate _NEW_LINE_ endrin 0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 69 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 40 _NEW_LINE_ chlordane 0.09 _NEW_LINE_ chlor
7	arsenic	907	914	173	0.036 _NEW_LINE_ heptachlor 0.0038 _NEW_LINE_  _NEW_LINE_  _NEW_LINE_  _NEW_LINE_ salt water: _NEW_LINE_ acute: _NEW_LINE_  _NEW_LINE_ aldrin 1.3 _NEW_LINE_ ammonia _NEW_LINE_ arsenic (iii), total dissolved 69 _NEW_LINE_ arsenic, total dissolved _NEW_LINE_ cadmium, total dissolved 40 _NEW_LINE_ chlordane 0.09 _NEW_LINE_ chlorine 13 _NEW_LINE_ chromium (hex), total disso
