The Division of Law Enforcement and Safety	the City of Columbia Police Department	ORG	428	466
The Division of Law Enforcement and Safety	DLES	ORG	1	5
The Division of Law Enforcement and Safety	the Carolina Community	ORG	187	209
The Division of Law Enforcement and Safety	DLES	ORG	315	319
The Division of Law Enforcement and Safety	the South Carolina Law Enforcement Division	ORG	330	373
The Division of Law Enforcement and Safety	SLED	ORG	375	379
The Division of Law Enforcement and Safety	DLES	ORG	382	386
The Division of Law Enforcement and Safety	DLES	ORG	531	535
The Division of Law Enforcement and Safety	the Office of Student Conduct	ORG	632	661
The Division of Law Enforcement and Safety	Academic Integrity	ORG	666	684
The Division of Law Enforcement and Safety	DLES	ORG	1	5
The Division of Law Enforcement and Safety	Memorandums of Understanding (MOU	LAW	52	85
The Division of Law Enforcement and Safety	DLES	ORG	205	209
The Division of Law Enforcement and Safety	the City of Columbia Police Department	ORG	232	270
The Division of Law Enforcement and Safety	University	ORG	289	299
The Division of Law Enforcement and Safety	University	ORG	367	377
Reporting Criminal Incidents and Other Emergencies	the Division of Law Enforcement	ORG	14	45
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	86	90
Reporting Criminal Incidents and Other Emergencies	911	CARDINAL	111	114
Reporting Criminal Incidents and Other Emergencies	803-777-4215	TIME	142	154
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	27	31
Reporting Criminal Incidents and Other Emergencies	1415 Henderson Street	FAC	35	56
Reporting Criminal Incidents and Other Emergencies	Columbia	GPE	58	66
Reporting Criminal Incidents and Other Emergencies	South Carolina	GPE	68	82
Reporting Criminal Incidents and Other Emergencies	University	ORG	5	15
Reporting Criminal Incidents and Other Emergencies	Rave Guardian	ORG	44	57
Reporting Criminal Incidents and Other Emergencies	Rave Guardian	ORG	120	133
Reporting Criminal Incidents and Other Emergencies	University Police	ORG	227	244
Reporting Criminal Incidents and Other Emergencies	Rave Guardian	ORG	82	95
Reporting Criminal Incidents and Other Emergencies	USC Police	ORG	47	57
Reporting Criminal Incidents and Other Emergencies	911	CARDINAL	72	75
Reporting Criminal Incidents and Other Emergencies	USC Police	ORG	102	112
Reporting Criminal Incidents and Other Emergencies	Rave Guardian	ORG	114	127
Reporting Criminal Incidents and Other Emergencies	Campus Security Authorities	ORG	1	28
Reporting Criminal Incidents and Other Emergencies	Campus Security Authorities	ORG	1	28
Reporting Criminal Incidents and Other Emergencies	CSAs	ORG	30	34
Reporting Criminal Incidents and Other Emergencies	University	ORG	90	100
Reporting Criminal Incidents and Other Emergencies	Clery Crimes	WORK_OF_ART	131	143
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	147	151
Reporting Criminal Incidents and Other Emergencies	the University Community	ORG	49	73
Reporting Criminal Incidents and Other Emergencies	CSA	ORG	172	175
Reporting Criminal Incidents and Other Emergencies	CSA	ORG	271	274
Reporting Criminal Incidents and Other Emergencies	CSA	ORG	446	449
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	470	474
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	11	15
Reporting Criminal Incidents and Other Emergencies	Campus Security Authorities	ORG	85	112
Reporting Criminal Incidents and Other Emergencies	Student Affairs	ORG	28	43
Reporting Criminal Incidents and Other Emergencies	Provost	PERSON	9	16
Reporting Criminal Incidents and Other Emergencies	CSAs	ORG	33	37
Reporting Criminal Incidents and Other Emergencies	Student Affairs	ORG	37	52
Reporting Criminal Incidents and Other Emergencies	CSAs	ORG	72	76
Reporting Criminal Incidents and Other Emergencies	Student Conduct	ORG	21	36
Reporting Criminal Incidents and Other Emergencies	Academic Integrity	ORG	41	59
Reporting Criminal Incidents and Other Emergencies	CSAs	ORG	68	72
Reporting Criminal Incidents and Other Emergencies	300	CARDINAL	6	9
Reporting Criminal Incidents and Other Emergencies	the USC Columbia Campus	FAC	64	87
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	226	230
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	352	356
Reporting Criminal Incidents and Other Emergencies	first	ORDINAL	499	504
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	1	5
Reporting Criminal Incidents and Other Emergencies	daily	DATE	17	22
Reporting Criminal Incidents and Other Emergencies	the DLES Records Unit	ORG	116	137
Reporting Criminal Incidents and Other Emergencies	1415 Henderson Street	FAC	149	170
Reporting Criminal Incidents and Other Emergencies	Columbia	GPE	172	180
Reporting Criminal Incidents and Other Emergencies	South Carolina	GPE	182	196
Reporting Criminal Incidents and Other Emergencies	29208	CARDINAL	197	202
Reporting Criminal Incidents and Other Emergencies	daily	DATE	207	212
Reporting Criminal Incidents and Other Emergencies	DLES	ORG	243	247
Reporting Criminal Incidents and Other Emergencies	“Reports, Logs	WORK_OF_ART	269	283
Reporting Criminal Incidents and Other Emergencies	Daily Crime Log	WORK_OF_ART	300	315
Reporting Criminal Incidents and Other Emergencies	daily	DATE	106	111
Reporting Criminal Incidents and Other Emergencies	daily	DATE	127	132
Sexual Assault, Domestic Violence, Dating Violence	the University of South Carolina	ORG	75	107
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	149	159
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	230	240
Sexual Assault, Domestic Violence, Dating Violence	the Carolina Community	ORG	284	306
Sexual Assault, Domestic Violence, Dating Violence	The University of South Carolina	ORG	1	33
Sexual Assault, Domestic Violence, Dating Violence	The University of South Carolina	ORG	1	33
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	101	111
Sexual Assault, Domestic Violence, Dating Violence	1.00	CARDINAL	122	126
Sexual Assault, Domestic Violence, Dating Violence	one	CARDINAL	26	29
Sexual Assault, Domestic Violence, Dating Violence	one	CARDINAL	47	50
Sexual Assault, Domestic Violence, Dating Violence	University Policies on Sexual Assault	LAW	83	120
Sexual Assault, Domestic Violence, Dating Violence	the South Carolina Code of Laws	LAW	237	268
Sexual Assault, Domestic Violence, Dating Violence	University Policy	ORG	333	350
Sexual Assault, Domestic Violence, Dating Violence	the University Community	ORG	587	611
Sexual Assault, Domestic Violence, Dating Violence	University policy CR 1.00 (Discrimination, Harassment	LAW	36	89
Sexual Assault, Domestic Violence, Dating Violence	Sexual Misconduct)	LAW	95	113
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	361	371
Sexual Assault, Domestic Violence, Dating Violence	South Carolina	GPE	33	47
Sexual Assault, Domestic Violence, Dating Violence	S.C. Code Ann.	LAW	59	73
Sexual Assault, Domestic Violence, Dating Violence	§ 16-25-20	LAW	74	84
Sexual Assault, Domestic Violence, Dating Violence	1	CARDINAL	84	85
Sexual Assault, Domestic Violence, Dating Violence	Complainant	ORG	173	184
Sexual Assault, Domestic Violence, Dating Violence	2	CARDINAL	190	191
Sexual Assault, Domestic Violence, Dating Violence	South Carolina	GPE	503	517
Sexual Assault, Domestic Violence, Dating Violence	Homicide, Manslaughter	LAW	602	624
Sexual Assault, Domestic Violence, Dating Violence	Assault and Battery	LAW	630	649
Sexual Assault, Domestic Violence, Dating Violence	two	CARDINAL	272	275
Sexual Assault, Domestic Violence, Dating Violence	third	ORDINAL	396	401
Sexual Assault, Domestic Violence, Dating Violence	South Carolina	GPE	806	820
Sexual Assault, Domestic Violence, Dating Violence	S.C. Code Ann. § 16-3-1700	LAW	826	852
Sexual Assault, Domestic Violence, Dating Violence	two	CARDINAL	976	979
Sexual Assault, Domestic Violence, Dating Violence	1	CARDINAL	1254	1255
Sexual Assault, Domestic Violence, Dating Violence	2	CARDINAL	1305	1306
Sexual Assault, Domestic Violence, Dating Violence	3	CARDINAL	1360	1361
Sexual Assault, Domestic Violence, Dating Violence	4	CARDINAL	1419	1420
Sexual Assault, Domestic Violence, Dating Violence	5	CARDINAL	1488	1489
Sexual Assault, Domestic Violence, Dating Violence	S.C. Code Ann. §16-3-600	LAW	638	662
Sexual Assault, Domestic Violence, Dating Violence	655	CARDINAL	680	683
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	140	144
Sexual Assault, Domestic Violence, Dating Violence	an Emergency Call Box	ORG	165	186
Sexual Assault, Domestic Violence, Dating Violence	RAVE Guardian	ORG	269	282
Sexual Assault, Domestic Violence, Dating Violence	24-hour	TIME	319	326
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	27	31
Sexual Assault, Domestic Violence, Dating Violence	the South Carolina Law Enforcement Division	ORG	285	328
Sexual Assault, Domestic Violence, Dating Violence	SLED	ORG	330	334
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	165	170
Sexual Assault, Domestic Violence, Dating Violence	South Carolina	GPE	7	21
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	282	286
Sexual Assault, Domestic Violence, Dating Violence	the State Office of Victim Assistance (SOVA	ORG	48	91
Sexual Assault, Domestic Violence, Dating Violence	University Administrative Inquiries	ORG	1	36
Sexual Assault, Domestic Violence, Dating Violence	the University’s Office of Civil Rights	ORG	245	284
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	289	297
Sexual Assault, Domestic Violence, Dating Violence	OCR	ORG	299	302
Sexual Assault, Domestic Violence, Dating Violence	Office of Student Conduct	ORG	311	336
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	338	341
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	46	50
Sexual Assault, Domestic Violence, Dating Violence	OCR	ORG	53	56
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	62	65
Sexual Assault, Domestic Violence, Dating Violence	University Health Services	ORG	141	167
Sexual Assault, Domestic Violence, Dating Violence	Sexual Assault and Violence Intervention & Prevention Office	ORG	169	229
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	231	236
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	296	301
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	363	367
Sexual Assault, Domestic Violence, Dating Violence	OCR	ORG	369	372
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	381	384
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	428	433
Sexual Assault, Domestic Violence, Dating Violence	the Office of Civil Rights	ORG	9	35
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	40	48
Sexual Assault, Domestic Violence, Dating Violence	OCR-TIX	ORG	50	57
Sexual Assault, Domestic Violence, Dating Violence	the University Community	ORG	127	151
Sexual Assault, Domestic Violence, Dating Violence	OCR-TIX	ORG	1	8
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	22	30
Sexual Assault, Domestic Violence, Dating Violence	the United States Department of Education	ORG	53	94
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	115	123
Sexual Assault, Domestic Violence, Dating Violence	the University Community	ORG	253	277
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	315	323
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	422	430
Sexual Assault, Domestic Violence, Dating Violence	OCR-TIX	ORG	92	99
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	246	256
Sexual Assault, Domestic Violence, Dating Violence	OCR-TIX	ORG	374	381
Sexual Assault, Domestic Violence, Dating Violence	OCR-TIX	ORG	446	453
Sexual Assault, Domestic Violence, Dating Violence	Report an Incident	WORK_OF_ART	464	482
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	51	61
Sexual Assault, Domestic Violence, Dating Violence	OCR-TIX	ORG	79	86
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	471	479
Sexual Assault, Domestic Violence, Dating Violence	The Office of Student Conduct and Academic Integrity	ORG	1	53
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	55	58
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	65	75
Sexual Assault, Domestic Violence, Dating Violence	the University’s Code of Conduct	LAW	299	331
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	1	4
Sexual Assault, Domestic Violence, Dating Violence	the Code of Conduct	LAW	51	70
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	163	173
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	293	303
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	309	319
Sexual Assault, Domestic Violence, Dating Violence	the Code of Conduct	LAW	364	383
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	474	484
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	1	4
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	81	91
Sexual Assault, Domestic Violence, Dating Violence	the Code of Conduct	LAW	113	132
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	144	147
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	179	183
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	185	190
Sexual Assault, Domestic Violence, Dating Violence	OCR-TIX	ORG	192	199
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	298	301
Sexual Assault, Domestic Violence, Dating Violence	72 hours	TIME	309	317
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	387	391
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	38	41
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	182	185
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	295	298
Sexual Assault, Domestic Violence, Dating Violence	the Code of Conduct	LAW	311	330
Sexual Assault, Domestic Violence, Dating Violence	Carolina Judicial Council	ORG	482	507
Sexual Assault, Domestic Violence, Dating Violence	annual	DATE	49	55
Sexual Assault, Domestic Violence, Dating Violence	annual	DATE	220	226
Sexual Assault, Domestic Violence, Dating Violence	the Conduct of Conduct	LAW	32	54
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	69	72
Sexual Assault, Domestic Violence, Dating Violence	the Code of Conduct	LAW	281	300
Sexual Assault, Domestic Violence, Dating Violence	Rights of the Accuser	PERSON	1	22
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	86	91
Sexual Assault, Domestic Violence, Dating Violence	OSCAI	ORG	93	98
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	100	104
Sexual Assault, Domestic Violence, Dating Violence	the Hearing Officer or Council	ORG	54	84
Sexual Assault, Domestic Violence, Dating Violence	a University Conduct Hearing	LAW	56	84
Sexual Assault, Domestic Violence, Dating Violence	three University business days	DATE	80	110
Sexual Assault, Domestic Violence, Dating Violence	the Student Code of Conduct	LAW	32	59
Sexual Assault, Domestic Violence, Dating Violence	three University business days	DATE	87	117
Sexual Assault, Domestic Violence, Dating Violence	one	CARDINAL	41	44
Sexual Assault, Domestic Violence, Dating Violence	The Hearing Officer/Council	ORG	65	92
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	5	8
Sexual Assault, Domestic Violence, Dating Violence	the Code of Conduct	LAW	42	61
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	192	202
Sexual Assault, Domestic Violence, Dating Violence	University Housing	ORG	18	36
Sexual Assault, Domestic Violence, Dating Violence	A No Contact Letter	ORG	1	20
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	36	46
Sexual Assault, Domestic Violence, Dating Violence	the Office of Student Conduct and Academic Integrity	ORG	59	111
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	113	116
Sexual Assault, Domestic Violence, Dating Violence	two	CARDINAL	130	133
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	134	144
Sexual Assault, Domestic Violence, Dating Violence	the No Contact Letter	LAW	14	35
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	63	66
Sexual Assault, Domestic Violence, Dating Violence	a No Contact Letter	LAW	160	179
Sexual Assault, Domestic Violence, Dating Violence	the Student Code of Conduct	LAW	198	225
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	254	257
Sexual Assault, Domestic Violence, Dating Violence	a Restraining Order	ORG	289	308
Sexual Assault, Domestic Violence, Dating Violence	USC	ORG	5	8
Sexual Assault, Domestic Violence, Dating Violence	a No Contact Letter	LAW	29	48
Sexual Assault, Domestic Violence, Dating Violence	USC	ORG	89	92
Sexual Assault, Domestic Violence, Dating Violence	the Office of Student Conduct	ORG	179	208
Sexual Assault, Domestic Violence, Dating Violence	Academic Integrity	ORG	213	231
Sexual Assault, Domestic Violence, Dating Violence	the No Contact Letter	LAW	301	322
Sexual Assault, Domestic Violence, Dating Violence	a No Contact Letter	LAW	35	54
Sexual Assault, Domestic Violence, Dating Violence	the Office of Student Conduct	ORG	67	96
Sexual Assault, Domestic Violence, Dating Violence	Academic Integrity	ORG	101	119
Sexual Assault, Domestic Violence, Dating Violence	803-777- 4333	CARDINAL	123	136
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	138	143
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	148	152
Sexual Assault, Domestic Violence, Dating Violence	a Restraining Order	LAW	50	69
Sexual Assault, Domestic Violence, Dating Violence	A Restraining Order	LAW	158	177
Sexual Assault, Domestic Violence, Dating Violence	the Restraining Order	ORG	279	300
Sexual Assault, Domestic Violence, Dating Violence	A Restraining Order	LAW	324	343
Sexual Assault, Domestic Violence, Dating Violence	up to one year	DATE	363	377
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	5	15
Sexual Assault, Domestic Violence, Dating Violence	a Restraining Order	LAW	86	105
Sexual Assault, Domestic Violence, Dating Violence	a Complaint and Motion for Restraining Order	LAW	135	179
Sexual Assault, Domestic Violence, Dating Violence	The SAVIP Office	ORG	308	324
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	329	333
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	87	90
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	74	77
Sexual Assault, Domestic Violence, Dating Violence	one	CARDINAL	90	93
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	146	149
Sexual Assault, Domestic Violence, Dating Violence	five University business days	DATE	201	230
Sexual Assault, Domestic Violence, Dating Violence	the five days	DATE	276	289
Sexual Assault, Domestic Violence, Dating Violence	Student Affairs	ORG	343	358
Sexual Assault, Domestic Violence, Dating Violence	Academic Support	ORG	363	379
Sexual Assault, Domestic Violence, Dating Violence	the Office of Student Conduct	ORG	23	52
Sexual Assault, Domestic Violence, Dating Violence	Academic Integrity	ORG	57	75
Sexual Assault, Domestic Violence, Dating Violence	the Carolina Judicial Council)	LAW	99	129
Sexual Assault, Domestic Violence, Dating Violence	five University business days	DATE	208	237
Sexual Assault, Domestic Violence, Dating Violence	OSC	ORG	289	292
Sexual Assault, Domestic Violence, Dating Violence	Student Affairs	ORG	361	376
Sexual Assault, Domestic Violence, Dating Violence	one	CARDINAL	27	30
Sexual Assault, Domestic Violence, Dating Violence	the Hearing Council	ORG	88	107
Sexual Assault, Domestic Violence, Dating Violence	five University business days	DATE	31	60
Sexual Assault, Domestic Violence, Dating Violence	Sexual Assault and Violence Intervention & Prevention Office	ORG	1	61
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	63	68
Sexual Assault, Domestic Violence, Dating Violence	Sexual Assault and Violence Intervention & Prevention (SAVIP	LAW	1	61
Sexual Assault, Domestic Violence, Dating Violence	Student Health Services	ORG	76	99
Sexual Assault, Domestic Violence, Dating Violence	second	ORDINAL	122	128
Sexual Assault, Domestic Violence, Dating Violence	the Thomson Building	FAC	138	158
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	160	165
Sexual Assault, Domestic Violence, Dating Violence	24/7	CARDINAL	175	179
Sexual Assault, Domestic Violence, Dating Violence	UofSC-Columbia	LOC	243	257
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	392	397
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	17	22
Sexual Assault, Domestic Violence, Dating Violence	24/7	CARDINAL	37	41
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	307	317
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	410	415
Sexual Assault, Domestic Violence, Dating Violence	University 101	ORG	501	515
Sexual Assault, Domestic Violence, Dating Violence	first-year	DATE	535	545
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	1	6
Sexual Assault, Domestic Violence, Dating Violence	Prisma Health Richland	FAC	235	257
Sexual Assault, Domestic Violence, Dating Violence	5 Medical Park Dr.	ORG	270	288
Sexual Assault, Domestic Violence, Dating Violence	Columbia	GPE	290	298
Sexual Assault, Domestic Violence, Dating Violence	SC	GPE	300	302
Sexual Assault, Domestic Violence, Dating Violence	29203	CARDINAL	303	308
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	381	386
Sexual Assault, Domestic Violence, Dating Violence	803-777-8248	TIME	390	402
Sexual Assault, Domestic Violence, Dating Violence	24/7	DATE	446	450
Sexual Assault, Domestic Violence, Dating Violence	Winter Break	WORK_OF_ART	474	486
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	656	661
Sexual Assault, Domestic Violence, Dating Violence	the Office of Civil Rights	ORG	735	761
Sexual Assault, Domestic Violence, Dating Violence	Title IX	LAW	765	773
Sexual Assault, Domestic Violence, Dating Violence	OCRTIX	ORG	900	906
Sexual Assault, Domestic Violence, Dating Violence	UofSC	ORG	919	924
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	986	991
Sexual Assault, Domestic Violence, Dating Violence	Sexual Assault and Violence Intervention & Prevention	ORG	106	159
Sexual Assault, Domestic Violence, Dating Violence	803-777-8248	TIME	163	175
Sexual Assault, Domestic Violence, Dating Violence	24/7	CARDINAL	187	191
Sexual Assault, Domestic Violence, Dating Violence	the Thomson Building	FAC	202	222
Sexual Assault, Domestic Violence, Dating Violence	8:00 a.m.-5:00 p.m.	TIME	246	265
Sexual Assault, Domestic Violence, Dating Violence	8:30 a.m.-4:30 p.m.	TIME	298	317
Sexual Assault, Domestic Violence, Dating Violence	summer	DATE	325	331
Sexual Assault, Domestic Violence, Dating Violence	one	CARDINAL	352	355
Sexual Assault, Domestic Violence, Dating Violence	911	CARDINAL	54	57
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	180	185
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	328	333
Sexual Assault, Domestic Violence, Dating Violence	DLES	ORG	66	70
Sexual Assault, Domestic Violence, Dating Violence	the Office of Civil Rights	ORG	148	174
Sexual Assault, Domestic Violence, Dating Violence	Title IX	ORG	179	187
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	207	212
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	280	285
Sexual Assault, Domestic Violence, Dating Violence	Counseling and Psychiatry	ORG	287	312
Sexual Assault, Domestic Violence, Dating Violence	The University of South Carolina	ORG	1	33
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	190	200
Sexual Assault, Domestic Violence, Dating Violence	University	ORG	5	15
Sexual Assault, Domestic Violence, Dating Violence	One	CARDINAL	1	4
Sexual Assault, Domestic Violence, Dating Violence	University support	ORG	20	38
Sexual Assault, Domestic Violence, Dating Violence	Sexual Assault and Violence Intervention & Prevention	LAW	97	150
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	152	157
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	160	165
Sexual Assault, Domestic Violence, Dating Violence	the Thomson Building	FAC	180	200
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	1	6
Sexual Assault, Domestic Violence, Dating Violence	the year	DATE	64	72
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	123	128
Sexual Assault, Domestic Violence, Dating Violence	annual	DATE	146	152
Sexual Assault, Domestic Violence, Dating Violence	Relationship Violence Awareness	EVENT	270	301
Sexual Assault, Domestic Violence, Dating Violence	October	DATE	305	312
Sexual Assault, Domestic Violence, Dating Violence	Stalking Awareness	ORG	314	332
Sexual Assault, Domestic Violence, Dating Violence	January	DATE	336	343
Sexual Assault, Domestic Violence, Dating Violence	Sexual Assault Awareness	ORG	349	373
Sexual Assault, Domestic Violence, Dating Violence	April	DATE	377	382
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	1	6
Sexual Assault, Domestic Violence, Dating Violence	Relationship Violence Awareness Month	EVENT	18	55
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	1	6
Sexual Assault, Domestic Violence, Dating Violence	Stalking Awareness Month	ORG	18	42
Sexual Assault, Domestic Violence, Dating Violence	the University Community	ORG	156	180
Sexual Assault, Domestic Violence, Dating Violence	Rave Guardian	ORG	242	255
Sexual Assault, Domestic Violence, Dating Violence	SAVIP	ORG	1	6
Sexual Assault, Domestic Violence, Dating Violence	Sexual Assault Awareness Month	LAW	18	48
