The Division of Law Enforcement and Safety	Investigation	B-ORG	112	125
The Division of Law Enforcement and Safety	##s	I-ORG	125	126
The Division of Law Enforcement and Safety	Units	I-ORG	127	132
The Division of Law Enforcement and Safety	Communications	B-ORG	134	148
The Division of Law Enforcement and Safety	Unit	I-ORG	149	153
The Division of Law Enforcement and Safety	TO	B-ORG	259	261
The Division of Law Enforcement and Safety	##PS	I-ORG	261	263
The Division of Law Enforcement and Safety	Unit	I-ORG	264	268
The Division of Law Enforcement and Safety	USC	B-ORG	335	338
The Division of Law Enforcement and Safety	Administration	B-ORG	5	19
The Division of Law Enforcement and Safety	Bureau	I-ORG	20	26
The Division of Law Enforcement and Safety	DL	B-ORG	62	64
The Division of Law Enforcement and Safety	##ES	I-ORG	64	66
The Division of Law Enforcement and Safety	Bureau	B-ORG	132	138
The Division of Law Enforcement and Safety	Emergency	B-ORG	159	168
The Division of Law Enforcement and Safety	Management	I-ORG	169	179
The Division of Law Enforcement and Safety	Unit	I-ORG	180	184
The Division of Law Enforcement and Safety	Enforcement	B-ORG	1	12
The Division of Law Enforcement and Safety	Authority	I-ORG	13	22
The Division of Law Enforcement and Safety	and	I-ORG	23	26
The Division of Law Enforcement and Safety	Training	I-ORG	27	35
The Division of Law Enforcement and Safety	DL	B-ORG	33	35
The Division of Law Enforcement and Safety	##ES	I-ORG	35	37
The Division of Law Enforcement and Safety	South	B-LOC	108	113
The Division of Law Enforcement and Safety	Carolina	I-LOC	114	122
The Division of Law Enforcement and Safety	South	B-LOC	141	146
The Division of Law Enforcement and Safety	Carolina	I-LOC	147	155
The Division of Law Enforcement and Safety	South	B-LOC	203	208
The Division of Law Enforcement and Safety	Carolina	I-LOC	209	217
The Division of Law Enforcement and Safety	DL	B-ORG	294	296
The Division of Law Enforcement and Safety	##ES	I-ORG	296	298
The Division of Law Enforcement and Safety	South	B-ORG	373	378
The Division of Law Enforcement and Safety	Carolina	I-ORG	379	387
The Division of Law Enforcement and Safety	Criminal	I-ORG	388	396
The Division of Law Enforcement and Safety	Justice	I-ORG	397	404
The Division of Law Enforcement and Safety	Academy	I-ORG	405	412
The Division of Law Enforcement and Safety	Inter	B-MISC	1	6
The Division of Law Enforcement and Safety	##ncy	I-MISC	9	12
The Division of Law Enforcement and Safety	Cooperation	I-MISC	13	24
The Division of Law Enforcement and Safety	DL	B-ORG	1	3
The Division of Law Enforcement and Safety	##ES	I-ORG	3	5
The Division of Law Enforcement and Safety	South	B-LOC	65	70
The Division of Law Enforcement and Safety	Carolina	I-LOC	71	79
The Division of Law Enforcement and Safety	Carolina	B-LOC	122	130
The Division of Law Enforcement and Safety	Community	I-LOC	131	140
The Division of Law Enforcement and Safety	Columbia	B-LOC	280	288
The Division of Law Enforcement and Safety	University	B-ORG	314	324
The Division of Law Enforcement and Safety	of	I-ORG	325	327
The Division of Law Enforcement and Safety	South	I-ORG	328	333
The Division of Law Enforcement and Safety	Carolina	I-ORG	334	342
The Division of Law Enforcement and Safety	Columbia	B-LOC	345	353
The Division of Law Enforcement and Safety	Campus	I-LOC	354	360
The Division of Law Enforcement and Safety	City	B-ORG	432	436
The Division of Law Enforcement and Safety	of	I-ORG	437	439
The Division of Law Enforcement and Safety	Columbia	I-ORG	440	448
The Division of Law Enforcement and Safety	Police	I-ORG	449	455
The Division of Law Enforcement and Safety	Department	I-ORG	456	466
The Division of Law Enforcement and Safety	DL	B-ORG	1	3
The Division of Law Enforcement and Safety	##ES	I-ORG	3	5
The Division of Law Enforcement and Safety	Carolina	B-ORG	191	199
The Division of Law Enforcement and Safety	Community	I-ORG	200	209
The Division of Law Enforcement and Safety	DL	B-ORG	315	317
The Division of Law Enforcement and Safety	##ES	I-ORG	317	319
The Division of Law Enforcement and Safety	South	B-ORG	334	339
The Division of Law Enforcement and Safety	Carolina	I-ORG	340	348
The Division of Law Enforcement and Safety	Law	I-ORG	349	352
The Division of Law Enforcement and Safety	Enforcement	I-ORG	353	364
The Division of Law Enforcement and Safety	Division	I-ORG	365	373
The Division of Law Enforcement and Safety	SL	B-ORG	375	377
The Division of Law Enforcement and Safety	##ED	I-ORG	377	379
The Division of Law Enforcement and Safety	DL	B-ORG	382	384
The Division of Law Enforcement and Safety	##ES	I-ORG	384	386
The Division of Law Enforcement and Safety	DL	B-ORG	531	533
The Division of Law Enforcement and Safety	##ES	I-ORG	533	535
The Division of Law Enforcement and Safety	Office	B-ORG	636	642
The Division of Law Enforcement and Safety	of	I-ORG	643	645
The Division of Law Enforcement and Safety	Student	I-ORG	646	653
The Division of Law Enforcement and Safety	Con	I-ORG	654	657
The Division of Law Enforcement and Safety	##duct	I-ORG	657	661
The Division of Law Enforcement and Safety	and	I-ORG	662	665
The Division of Law Enforcement and Safety	Academic	I-ORG	666	674
The Division of Law Enforcement and Safety	In	I-ORG	675	677
The Division of Law Enforcement and Safety	##te	I-ORG	677	679
The Division of Law Enforcement and Safety	##g	I-ORG	679	680
The Division of Law Enforcement and Safety	##rity	I-ORG	680	684
The Division of Law Enforcement and Safety	DL	B-ORG	1	3
The Division of Law Enforcement and Safety	##ES	I-ORG	3	5
The Division of Law Enforcement and Safety	DL	B-ORG	205	207
The Division of Law Enforcement and Safety	##ES	I-ORG	207	209
The Division of Law Enforcement and Safety	City	B-ORG	236	240
The Division of Law Enforcement and Safety	of	I-ORG	241	243
The Division of Law Enforcement and Safety	Columbia	I-ORG	244	252
The Division of Law Enforcement and Safety	Police	I-ORG	253	259
The Division of Law Enforcement and Safety	Department	I-ORG	260	270
The Division of Law Enforcement and Safety	University	B-ORG	289	299
The Division of Law Enforcement and Safety	University	B-ORG	367	377
Reporting Criminal Incidents and Other Emergencies	Division	B-ORG	18	26
Reporting Criminal Incidents and Other Emergencies	of	I-ORG	27	29
Reporting Criminal Incidents and Other Emergencies	Law	I-ORG	30	33
Reporting Criminal Incidents and Other Emergencies	Enforcement	I-ORG	34	45
Reporting Criminal Incidents and Other Emergencies	and	I-ORG	46	49
Reporting Criminal Incidents and Other Emergencies	Safety	I-ORG	50	56
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	86	88
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	88	90
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	27	29
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	29	31
Reporting Criminal Incidents and Other Emergencies	Henderson	B-LOC	40	49
Reporting Criminal Incidents and Other Emergencies	Street	I-LOC	50	56
Reporting Criminal Incidents and Other Emergencies	Columbia	B-LOC	58	66
Reporting Criminal Incidents and Other Emergencies	South	B-LOC	68	73
Reporting Criminal Incidents and Other Emergencies	Carolina	I-LOC	74	82
Reporting Criminal Incidents and Other Emergencies	9	B-ORG	68	69
Reporting Criminal Incidents and Other Emergencies	University	B-ORG	5	15
Reporting Criminal Incidents and Other Emergencies	Ra	B-MISC	44	46
Reporting Criminal Incidents and Other Emergencies	##ve	I-MISC	46	48
Reporting Criminal Incidents and Other Emergencies	Guardian	I-MISC	49	57
Reporting Criminal Incidents and Other Emergencies	Ra	B-MISC	120	122
Reporting Criminal Incidents and Other Emergencies	##ve	I-MISC	122	124
Reporting Criminal Incidents and Other Emergencies	Guardian	I-MISC	125	133
Reporting Criminal Incidents and Other Emergencies	University	B-ORG	227	237
Reporting Criminal Incidents and Other Emergencies	Police	I-ORG	238	244
Reporting Criminal Incidents and Other Emergencies	Ra	B-MISC	82	84
Reporting Criminal Incidents and Other Emergencies	Guardian	I-MISC	87	95
Reporting Criminal Incidents and Other Emergencies	USC	B-ORG	47	50
Reporting Criminal Incidents and Other Emergencies	Police	I-ORG	51	57
Reporting Criminal Incidents and Other Emergencies	USC	B-ORG	102	105
Reporting Criminal Incidents and Other Emergencies	Police	I-ORG	106	112
Reporting Criminal Incidents and Other Emergencies	Ra	B-ORG	114	116
Reporting Criminal Incidents and Other Emergencies	Guardian	I-ORG	119	127
Reporting Criminal Incidents and Other Emergencies	University	B-ORG	90	100
Reporting Criminal Incidents and Other Emergencies	C	B-MISC	131	132
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	147	149
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	149	151
Reporting Criminal Incidents and Other Emergencies	CS	B-MISC	153	155
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	1	3
Reporting Criminal Incidents and Other Emergencies	University	B-ORG	53	63
Reporting Criminal Incidents and Other Emergencies	Community	I-ORG	64	73
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	172	174
Reporting Criminal Incidents and Other Emergencies	##A	I-ORG	174	175
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	271	273
Reporting Criminal Incidents and Other Emergencies	##A	I-ORG	273	274
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	446	448
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	470	472
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	472	474
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	11	13
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	13	15
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	25	27
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	33	35
Reporting Criminal Incidents and Other Emergencies	Civil	B-MISC	38	43
Reporting Criminal Incidents and Other Emergencies	Rights	I-MISC	44	50
Reporting Criminal Incidents and Other Emergencies	Title	B-MISC	55	60
Reporting Criminal Incidents and Other Emergencies	IX	I-MISC	61	63
Reporting Criminal Incidents and Other Emergencies	CS	B-MISC	72	74
Reporting Criminal Incidents and Other Emergencies	USC	B-ORG	68	71
Reporting Criminal Incidents and Other Emergencies	Columbia	I-LOC	72	80
Reporting Criminal Incidents and Other Emergencies	Campus	I-LOC	81	87
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	226	228
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	228	230
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	352	354
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	354	356
Reporting Criminal Incidents and Other Emergencies	Daily	B-MISC	1	6
Reporting Criminal Incidents and Other Emergencies	Crime	I-MISC	7	12
Reporting Criminal Incidents and Other Emergencies	Lo	I-MISC	13	15
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	1	3
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	3	5
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	120	122
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	122	124
Reporting Criminal Incidents and Other Emergencies	Records	I-ORG	125	132
Reporting Criminal Incidents and Other Emergencies	Unit	I-ORG	133	137
Reporting Criminal Incidents and Other Emergencies	Henderson	B-LOC	154	163
Reporting Criminal Incidents and Other Emergencies	Street	I-LOC	164	170
Reporting Criminal Incidents and Other Emergencies	Columbia	B-LOC	172	180
Reporting Criminal Incidents and Other Emergencies	South	B-LOC	182	187
Reporting Criminal Incidents and Other Emergencies	Carolina	I-LOC	188	196
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	243	245
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	245	247
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	1	3
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	3	5
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-MISC	26	34
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	79	89
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	90	92
Sexual Assault, Domestic Violence, Dating Violence	South	I-ORG	93	98
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	99	107
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	149	159
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	230	240
Sexual Assault, Domestic Violence, Dating Violence	Carolina	B-ORG	288	296
Sexual Assault, Domestic Violence, Dating Violence	Community	I-ORG	297	306
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	5	15
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	16	18
Sexual Assault, Domestic Violence, Dating Violence	South	I-ORG	19	24
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	25	33
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	5	15
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	16	18
Sexual Assault, Domestic Violence, Dating Violence	South	I-ORG	19	24
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	25	33
Sexual Assault, Domestic Violence, Dating Violence	Sexual	B-MISC	16	22
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-MISC	41	49
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	83	93
Sexual Assault, Domestic Violence, Dating Violence	Pol	I-MISC	94	97
Sexual Assault, Domestic Violence, Dating Violence	##ici	I-MISC	97	100
Sexual Assault, Domestic Violence, Dating Violence	##es	I-MISC	100	102
Sexual Assault, Domestic Violence, Dating Violence	Sexual	I-MISC	106	112
Sexual Assault, Domestic Violence, Dating Violence	Assault	I-MISC	113	120
Sexual Assault, Domestic Violence, Dating Violence	Inter	I-MISC	125	130
Sexual Assault, Domestic Violence, Dating Violence	##person	I-MISC	130	136
Sexual Assault, Domestic Violence, Dating Violence	##al	I-MISC	136	138
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-MISC	139	147
Sexual Assault, Domestic Violence, Dating Violence	South	B-MISC	241	246
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-MISC	247	255
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	256	260
Sexual Assault, Domestic Violence, Dating Violence	of	I-MISC	261	263
Sexual Assault, Domestic Violence, Dating Violence	Laws	I-MISC	264	268
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	333	343
Sexual Assault, Domestic Violence, Dating Violence	Policy	I-ORG	344	350
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	394	396
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	396	398
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	498	508
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	508	509
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	591	601
Sexual Assault, Domestic Violence, Dating Violence	Community	I-ORG	602	611
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	33	38
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	39	47
Sexual Assault, Domestic Violence, Dating Violence	S	B-MISC	59	60
Sexual Assault, Domestic Violence, Dating Violence	C	I-MISC	61	62
Sexual Assault, Domestic Violence, Dating Violence	.	I-MISC	62	63
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	64	68
Sexual Assault, Domestic Violence, Dating Violence	Ann	I-MISC	69	72
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	503	508
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	509	517
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	806	811
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	812	820
Sexual Assault, Domestic Violence, Dating Violence	S	B-MISC	826	827
Sexual Assault, Domestic Violence, Dating Violence	C	I-MISC	828	829
Sexual Assault, Domestic Violence, Dating Violence	.	I-MISC	829	830
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	831	835
Sexual Assault, Domestic Violence, Dating Violence	Ann	I-MISC	836	839
Sexual Assault, Domestic Violence, Dating Violence	Non	B-MISC	1	4
Sexual Assault, Domestic Violence, Dating Violence	S	B-MISC	638	639
Sexual Assault, Domestic Violence, Dating Violence	C	I-MISC	640	641
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	643	647
Sexual Assault, Domestic Violence, Dating Violence	Ann	I-MISC	648	651
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	140	142
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	142	144
Sexual Assault, Domestic Violence, Dating Violence	Box	I-MISC	183	186
Sexual Assault, Domestic Violence, Dating Violence	RA	B-MISC	269	271
Sexual Assault, Domestic Violence, Dating Violence	##VE	I-MISC	271	273
Sexual Assault, Domestic Violence, Dating Violence	Guardian	I-MISC	274	282
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	27	29
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	29	31
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	106	108
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	108	110
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	223	225
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	225	227
Sexual Assault, Domestic Violence, Dating Violence	South	B-ORG	289	294
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	295	303
Sexual Assault, Domestic Violence, Dating Violence	Law	I-ORG	304	307
Sexual Assault, Domestic Violence, Dating Violence	Enforcement	I-ORG	308	319
Sexual Assault, Domestic Violence, Dating Violence	Division	I-ORG	320	328
Sexual Assault, Domestic Violence, Dating Violence	SL	B-ORG	330	332
Sexual Assault, Domestic Violence, Dating Violence	##ED	I-ORG	332	334
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	18	20
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	20	22
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	165	167
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	167	169
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	169	170
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	7	12
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	13	21
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	282	284
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	284	286
Sexual Assault, Domestic Violence, Dating Violence	State	B-ORG	52	57
Sexual Assault, Domestic Violence, Dating Violence	Office	I-ORG	58	64
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	65	67
Sexual Assault, Domestic Violence, Dating Violence	Vic	I-ORG	68	71
Sexual Assault, Domestic Violence, Dating Violence	##m	I-ORG	73	74
Sexual Assault, Domestic Violence, Dating Violence	Assistance	I-ORG	75	85
Sexual Assault, Domestic Violence, Dating Violence	S	B-ORG	87	88
Sexual Assault, Domestic Violence, Dating Violence	##O	I-ORG	88	89
Sexual Assault, Domestic Violence, Dating Violence	##VA	I-ORG	89	91
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	1	3
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	3	5
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	1	11
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	249	259
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	262	268
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	269	271
Sexual Assault, Domestic Violence, Dating Violence	Civil	I-ORG	272	277
Sexual Assault, Domestic Violence, Dating Violence	Rights	I-ORG	278	284
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	285	288
Sexual Assault, Domestic Violence, Dating Violence	Title	I-ORG	289	294
Sexual Assault, Domestic Violence, Dating Violence	IX	I-ORG	295	297
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	299	300
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	300	302
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	311	317
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	318	320
Sexual Assault, Domestic Violence, Dating Violence	Student	I-ORG	321	328
Sexual Assault, Domestic Violence, Dating Violence	Con	I-ORG	329	332
Sexual Assault, Domestic Violence, Dating Violence	##duct	I-ORG	332	336
Sexual Assault, Domestic Violence, Dating Violence	OS	B-ORG	338	340
Sexual Assault, Domestic Violence, Dating Violence	##C	I-ORG	340	341
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	46	48
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	48	50
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	53	54
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	54	56
Sexual Assault, Domestic Violence, Dating Violence	OS	B-ORG	62	64
Sexual Assault, Domestic Violence, Dating Violence	##C	I-ORG	64	65
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	141	151
Sexual Assault, Domestic Violence, Dating Violence	Health	I-ORG	152	158
Sexual Assault, Domestic Violence, Dating Violence	Services	I-ORG	159	167
Sexual Assault, Domestic Violence, Dating Violence	Sexual	B-MISC	169	175
Sexual Assault, Domestic Violence, Dating Violence	Assault	I-ORG	176	183
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	184	187
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-ORG	188	196
Sexual Assault, Domestic Violence, Dating Violence	Inter	I-ORG	197	202
Sexual Assault, Domestic Violence, Dating Violence	##vention	I-ORG	202	209
Sexual Assault, Domestic Violence, Dating Violence	&	I-ORG	210	211
Sexual Assault, Domestic Violence, Dating Violence	Prevention	I-ORG	212	222
Sexual Assault, Domestic Violence, Dating Violence	Office	I-ORG	223	229
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	231	233
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	233	235
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	235	236
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	296	298
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	298	300
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	300	301
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	363	365
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	365	367
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	369	370
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	370	372
Sexual Assault, Domestic Violence, Dating Violence	OS	B-ORG	381	383
Sexual Assault, Domestic Violence, Dating Violence	##C	I-ORG	383	384
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	428	430
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	430	432
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	432	433
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	1	7
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	8	10
Sexual Assault, Domestic Violence, Dating Violence	Civil	I-ORG	11	16
Sexual Assault, Domestic Violence, Dating Violence	Rights	I-ORG	17	23
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	24	27
Sexual Assault, Domestic Violence, Dating Violence	Title	I-ORG	28	33
Sexual Assault, Domestic Violence, Dating Violence	IX	I-ORG	34	36
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	13	19
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	20	22
Sexual Assault, Domestic Violence, Dating Violence	Civil	I-ORG	23	28
Sexual Assault, Domestic Violence, Dating Violence	Rights	I-ORG	29	35
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	36	39
Sexual Assault, Domestic Violence, Dating Violence	Title	I-MISC	40	45
Sexual Assault, Domestic Violence, Dating Violence	IX	I-MISC	46	48
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	50	51
Sexual Assault, Domestic Violence, Dating Violence	T	I-ORG	54	55
Sexual Assault, Domestic Violence, Dating Violence	##IX	I-MISC	55	57
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	131	141
Sexual Assault, Domestic Violence, Dating Violence	Community	I-ORG	142	151
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	1	2
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	2	4
Sexual Assault, Domestic Violence, Dating Violence	-	I-ORG	4	5
Sexual Assault, Domestic Violence, Dating Violence	T	I-ORG	5	6
Sexual Assault, Domestic Violence, Dating Violence	##IX	I-ORG	6	8
Sexual Assault, Domestic Violence, Dating Violence	Title	B-MISC	22	27
Sexual Assault, Domestic Violence, Dating Violence	IX	I-MISC	28	30
Sexual Assault, Domestic Violence, Dating Violence	United	B-ORG	57	63
Sexual Assault, Domestic Violence, Dating Violence	States	I-ORG	64	70
Sexual Assault, Domestic Violence, Dating Violence	Department	I-ORG	71	81
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	82	84
Sexual Assault, Domestic Violence, Dating Violence	Education	I-ORG	85	94
Sexual Assault, Domestic Violence, Dating Violence	Title	B-MISC	115	120
