Reporting Criminal Incidents and Other Emergencies	Guardian	I-MISC	48	56
Reporting Criminal Incidents and Other Emergencies	Ra	B-MISC	119	121
Reporting Criminal Incidents and Other Emergencies	##ve	I-MISC	121	123
Reporting Criminal Incidents and Other Emergencies	Guardian	I-MISC	124	132
Reporting Criminal Incidents and Other Emergencies	University	B-ORG	226	236
Reporting Criminal Incidents and Other Emergencies	Police	I-ORG	237	243
Reporting Criminal Incidents and Other Emergencies	Ra	B-MISC	81	83
Reporting Criminal Incidents and Other Emergencies	Guardian	I-MISC	86	94
Reporting Criminal Incidents and Other Emergencies	USC	B-ORG	46	49
Reporting Criminal Incidents and Other Emergencies	Police	I-ORG	50	56
Reporting Criminal Incidents and Other Emergencies	USC	B-ORG	101	104
Reporting Criminal Incidents and Other Emergencies	Police	I-ORG	105	111
Reporting Criminal Incidents and Other Emergencies	Ra	B-ORG	113	115
Reporting Criminal Incidents and Other Emergencies	Guardian	I-ORG	118	126
Reporting Criminal Incidents and Other Emergencies	University	B-ORG	89	99
Reporting Criminal Incidents and Other Emergencies	C	B-MISC	130	131
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	146	148
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	148	150
Reporting Criminal Incidents and Other Emergencies	CS	B-MISC	152	154
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	0	2
Reporting Criminal Incidents and Other Emergencies	University	B-ORG	52	62
Reporting Criminal Incidents and Other Emergencies	Community	I-ORG	63	72
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	171	173
Reporting Criminal Incidents and Other Emergencies	##A	I-ORG	173	174
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	270	272
Reporting Criminal Incidents and Other Emergencies	##A	I-ORG	272	273
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	445	447
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	469	471
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	471	473
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	10	12
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	12	14
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	24	26
Reporting Criminal Incidents and Other Emergencies	CS	B-ORG	32	34
Reporting Criminal Incidents and Other Emergencies	Civil	B-MISC	37	42
Reporting Criminal Incidents and Other Emergencies	Rights	I-MISC	43	49
Reporting Criminal Incidents and Other Emergencies	Title	B-MISC	54	59
Reporting Criminal Incidents and Other Emergencies	IX	I-MISC	60	62
Reporting Criminal Incidents and Other Emergencies	CS	B-MISC	71	73
Reporting Criminal Incidents and Other Emergencies	USC	B-ORG	67	70
Reporting Criminal Incidents and Other Emergencies	Columbia	I-LOC	71	79
Reporting Criminal Incidents and Other Emergencies	Campus	I-LOC	80	86
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	225	227
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	227	229
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	351	353
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	353	355
Reporting Criminal Incidents and Other Emergencies	Daily	B-MISC	0	5
Reporting Criminal Incidents and Other Emergencies	Crime	I-MISC	6	11
Reporting Criminal Incidents and Other Emergencies	Lo	I-MISC	12	14
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	0	2
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	2	4
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	119	121
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	121	123
Reporting Criminal Incidents and Other Emergencies	Records	I-ORG	124	131
Reporting Criminal Incidents and Other Emergencies	Unit	I-ORG	132	136
Reporting Criminal Incidents and Other Emergencies	Henderson	B-LOC	153	162
Reporting Criminal Incidents and Other Emergencies	Street	I-LOC	163	169
Reporting Criminal Incidents and Other Emergencies	Columbia	B-LOC	171	179
Reporting Criminal Incidents and Other Emergencies	South	B-LOC	181	186
Reporting Criminal Incidents and Other Emergencies	Carolina	I-LOC	187	195
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	242	244
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	244	246
Reporting Criminal Incidents and Other Emergencies	DL	B-ORG	0	2
Reporting Criminal Incidents and Other Emergencies	##ES	I-ORG	2	4
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-MISC	25	33
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	78	88
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	89	91
Sexual Assault, Domestic Violence, Dating Violence	South	I-ORG	92	97
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	98	106
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	148	158
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	229	239
Sexual Assault, Domestic Violence, Dating Violence	Carolina	B-ORG	287	295
Sexual Assault, Domestic Violence, Dating Violence	Community	I-ORG	296	305
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	4	14
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	15	17
Sexual Assault, Domestic Violence, Dating Violence	South	I-ORG	18	23
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	24	32
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	4	14
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	15	17
Sexual Assault, Domestic Violence, Dating Violence	South	I-ORG	18	23
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	24	32
Sexual Assault, Domestic Violence, Dating Violence	Sexual	B-MISC	15	21
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-MISC	40	48
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	82	92
Sexual Assault, Domestic Violence, Dating Violence	Pol	I-MISC	93	96
Sexual Assault, Domestic Violence, Dating Violence	##ici	I-MISC	96	99
Sexual Assault, Domestic Violence, Dating Violence	##es	I-MISC	99	101
Sexual Assault, Domestic Violence, Dating Violence	Sexual	I-MISC	105	111
Sexual Assault, Domestic Violence, Dating Violence	Assault	I-MISC	112	119
Sexual Assault, Domestic Violence, Dating Violence	Inter	I-MISC	124	129
Sexual Assault, Domestic Violence, Dating Violence	##person	I-MISC	129	135
Sexual Assault, Domestic Violence, Dating Violence	##al	I-MISC	135	137
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-MISC	138	146
Sexual Assault, Domestic Violence, Dating Violence	South	B-MISC	240	245
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-MISC	246	254
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	255	259
Sexual Assault, Domestic Violence, Dating Violence	of	I-MISC	260	262
Sexual Assault, Domestic Violence, Dating Violence	Laws	I-MISC	263	267
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	332	342
Sexual Assault, Domestic Violence, Dating Violence	Policy	I-ORG	343	349
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	393	395
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	395	397
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	497	507
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	507	508
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	590	600
Sexual Assault, Domestic Violence, Dating Violence	Community	I-ORG	601	610
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	32	37
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	38	46
Sexual Assault, Domestic Violence, Dating Violence	S	B-MISC	58	59
Sexual Assault, Domestic Violence, Dating Violence	C	I-MISC	60	61
Sexual Assault, Domestic Violence, Dating Violence	.	I-MISC	61	62
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	63	67
Sexual Assault, Domestic Violence, Dating Violence	Ann	I-MISC	68	71
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	502	507
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	508	516
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	805	810
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	811	819
Sexual Assault, Domestic Violence, Dating Violence	S	B-MISC	825	826
Sexual Assault, Domestic Violence, Dating Violence	C	I-MISC	827	828
Sexual Assault, Domestic Violence, Dating Violence	.	I-MISC	828	829
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	830	834
Sexual Assault, Domestic Violence, Dating Violence	Ann	I-MISC	835	838
Sexual Assault, Domestic Violence, Dating Violence	Non	B-MISC	0	3
Sexual Assault, Domestic Violence, Dating Violence	S	B-MISC	637	638
Sexual Assault, Domestic Violence, Dating Violence	C	I-MISC	639	640
Sexual Assault, Domestic Violence, Dating Violence	Code	I-MISC	642	646
Sexual Assault, Domestic Violence, Dating Violence	Ann	I-MISC	647	650
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	139	141
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	141	143
Sexual Assault, Domestic Violence, Dating Violence	Box	I-MISC	182	185
Sexual Assault, Domestic Violence, Dating Violence	RA	B-MISC	268	270
Sexual Assault, Domestic Violence, Dating Violence	##VE	I-MISC	270	272
Sexual Assault, Domestic Violence, Dating Violence	Guardian	I-MISC	273	281
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	26	28
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	28	30
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	105	107
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	107	109
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	222	224
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	224	226
Sexual Assault, Domestic Violence, Dating Violence	South	B-ORG	288	293
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-ORG	294	302
Sexual Assault, Domestic Violence, Dating Violence	Law	I-ORG	303	306
Sexual Assault, Domestic Violence, Dating Violence	Enforcement	I-ORG	307	318
Sexual Assault, Domestic Violence, Dating Violence	Division	I-ORG	319	327
Sexual Assault, Domestic Violence, Dating Violence	SL	B-ORG	329	331
Sexual Assault, Domestic Violence, Dating Violence	##ED	I-ORG	331	333
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	17	19
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	19	21
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	164	166
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	166	168
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	168	169
Sexual Assault, Domestic Violence, Dating Violence	South	B-LOC	6	11
Sexual Assault, Domestic Violence, Dating Violence	Carolina	I-LOC	12	20
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	281	283
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	283	285
Sexual Assault, Domestic Violence, Dating Violence	State	B-ORG	51	56
Sexual Assault, Domestic Violence, Dating Violence	Office	I-ORG	57	63
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	64	66
Sexual Assault, Domestic Violence, Dating Violence	Vic	I-ORG	67	70
Sexual Assault, Domestic Violence, Dating Violence	##m	I-ORG	72	73
Sexual Assault, Domestic Violence, Dating Violence	Assistance	I-ORG	74	84
Sexual Assault, Domestic Violence, Dating Violence	S	B-ORG	86	87
Sexual Assault, Domestic Violence, Dating Violence	##O	I-ORG	87	88
Sexual Assault, Domestic Violence, Dating Violence	##VA	I-ORG	88	90
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	0	2
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	2	4
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	0	10
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	248	258
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	261	267
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	268	270
Sexual Assault, Domestic Violence, Dating Violence	Civil	I-ORG	271	276
Sexual Assault, Domestic Violence, Dating Violence	Rights	I-ORG	277	283
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	284	287
Sexual Assault, Domestic Violence, Dating Violence	Title	I-ORG	288	293
Sexual Assault, Domestic Violence, Dating Violence	IX	I-ORG	294	296
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	298	299
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	299	301
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	310	316
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	317	319
Sexual Assault, Domestic Violence, Dating Violence	Student	I-ORG	320	327
Sexual Assault, Domestic Violence, Dating Violence	Con	I-ORG	328	331
Sexual Assault, Domestic Violence, Dating Violence	##duct	I-ORG	331	335
Sexual Assault, Domestic Violence, Dating Violence	OS	B-ORG	337	339
Sexual Assault, Domestic Violence, Dating Violence	##C	I-ORG	339	340
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	45	47
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	47	49
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	52	53
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	53	55
Sexual Assault, Domestic Violence, Dating Violence	OS	B-ORG	61	63
Sexual Assault, Domestic Violence, Dating Violence	##C	I-ORG	63	64
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	140	150
Sexual Assault, Domestic Violence, Dating Violence	Health	I-ORG	151	157
Sexual Assault, Domestic Violence, Dating Violence	Services	I-ORG	158	166
Sexual Assault, Domestic Violence, Dating Violence	Sexual	B-MISC	168	174
Sexual Assault, Domestic Violence, Dating Violence	Assault	I-ORG	175	182
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	183	186
Sexual Assault, Domestic Violence, Dating Violence	Violence	I-ORG	187	195
Sexual Assault, Domestic Violence, Dating Violence	Inter	I-ORG	196	201
Sexual Assault, Domestic Violence, Dating Violence	##vention	I-ORG	201	208
Sexual Assault, Domestic Violence, Dating Violence	&	I-ORG	209	210
Sexual Assault, Domestic Violence, Dating Violence	Prevention	I-ORG	211	221
Sexual Assault, Domestic Violence, Dating Violence	Office	I-ORG	222	228
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	230	232
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	232	234
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	234	235
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	295	297
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	297	299
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	299	300
Sexual Assault, Domestic Violence, Dating Violence	DL	B-ORG	362	364
Sexual Assault, Domestic Violence, Dating Violence	##ES	I-ORG	364	366
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	368	369
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	369	371
Sexual Assault, Domestic Violence, Dating Violence	OS	B-ORG	380	382
Sexual Assault, Domestic Violence, Dating Violence	##C	I-ORG	382	383
Sexual Assault, Domestic Violence, Dating Violence	SA	B-ORG	427	429
Sexual Assault, Domestic Violence, Dating Violence	##VI	I-ORG	429	431
Sexual Assault, Domestic Violence, Dating Violence	##P	I-ORG	431	432
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	0	6
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	7	9
Sexual Assault, Domestic Violence, Dating Violence	Civil	I-ORG	10	15
Sexual Assault, Domestic Violence, Dating Violence	Rights	I-ORG	16	22
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	23	26
Sexual Assault, Domestic Violence, Dating Violence	Title	I-ORG	27	32
Sexual Assault, Domestic Violence, Dating Violence	IX	I-ORG	33	35
Sexual Assault, Domestic Violence, Dating Violence	Office	B-ORG	12	18
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	19	21
Sexual Assault, Domestic Violence, Dating Violence	Civil	I-ORG	22	27
Sexual Assault, Domestic Violence, Dating Violence	Rights	I-ORG	28	34
Sexual Assault, Domestic Violence, Dating Violence	and	I-ORG	35	38
Sexual Assault, Domestic Violence, Dating Violence	Title	I-MISC	39	44
Sexual Assault, Domestic Violence, Dating Violence	IX	I-MISC	45	47
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	49	50
Sexual Assault, Domestic Violence, Dating Violence	T	I-ORG	53	54
Sexual Assault, Domestic Violence, Dating Violence	##IX	I-MISC	54	56
Sexual Assault, Domestic Violence, Dating Violence	University	B-ORG	130	140
Sexual Assault, Domestic Violence, Dating Violence	Community	I-ORG	141	150
Sexual Assault, Domestic Violence, Dating Violence	O	B-ORG	0	1
Sexual Assault, Domestic Violence, Dating Violence	##CR	I-ORG	1	3
Sexual Assault, Domestic Violence, Dating Violence	-	I-ORG	3	4
Sexual Assault, Domestic Violence, Dating Violence	T	I-ORG	4	5
Sexual Assault, Domestic Violence, Dating Violence	##IX	I-ORG	5	7
Sexual Assault, Domestic Violence, Dating Violence	Title	B-MISC	21	26
Sexual Assault, Domestic Violence, Dating Violence	IX	I-MISC	27	29
Sexual Assault, Domestic Violence, Dating Violence	United	B-ORG	56	62
Sexual Assault, Domestic Violence, Dating Violence	States	I-ORG	63	69
Sexual Assault, Domestic Violence, Dating Violence	Department	I-ORG	70	80
Sexual Assault, Domestic Violence, Dating Violence	of	I-ORG	81	83
Sexual Assault, Domestic Violence, Dating Violence	Education	I-ORG	84	93
Sexual Assault, Domestic Violence, Dating Violence	Title	B-MISC	114	119
